anomaly_0,anomaly_1,indirect_0,indirect_1
0.01391666666666669,-0.03625000000000002,0.006916666666666696,-0.03358333333333336
0.31433333333333335,0.3943333333333335,0.0854999999999998,0.15683333333333332
0.43616666666666687,0.3958333333333335,0.09416666666666641,0.024833333333333263
-0.028333333333333346,0.004000000000000017,-0.01683333333333334,-0.007833333333333331
-0.019500000000000003,-0.020500000000000015,-0.008666666666666665,-0.00033333333333331744
-0.014249999999999999,-0.023583333333333345,0.00025000000000000716,-0.011416666666666667
-0.023250000000000014,-0.014916666666666674,-0.00791666666666666,-0.0029166666666666508
-0.014249999999999999,-0.020583333333333342,-0.009750000000000002,-0.004416666666666659
-0.009916666666666666,-0.023416666666666683,-0.010916666666666663,-0.00474999999999999
-0.04066666666666669,0.0,-0.0069999999999999915,-0.0013333333333333183
-0.020500000000000004,-0.03166666666666669,-0.0026666666666666575,0.005833333333333352
-0.024416666666666673,-0.018416666666666675,8.333333333334497e-05,-0.006249999999999996
0.02400000000000002,-0.07050000000000003,-0.006666666666666662,0.004166666666666673
-0.01750000000000001,-0.018333333333333337,-0.005333333333333329,-0.007833333333333331
0.37375000000000014,0.37791666666666673,0.069583333333333,0.12974999999999998
-0.016583333333333335,-0.037416666666666695,-0.006916666666666661,0.011916666666666693
0.2482500000000001,0.4325833333333336,0.13124999999999976,0.1389166666666664
-0.02683333333333334,-0.02033333333333334,-0.010833333333333335,0.009000000000000008
-0.022583333333333334,-0.023416666666666672,-0.0025833333333333324,-0.0004166666666666624
-0.0013333333333333114,-0.03166666666666669,-0.0046666666666666645,-0.01133333333333333
0.003500000000000014,-0.06600000000000004,0.010500000000000021,0.0030000000000000027
-0.04666666666666669,0.009166666666666684,-0.0024999999999999883,-0.009000000000000008
-0.01616666666666668,-0.021166666666666677,-0.0026666666666666505,-0.008999999999999994
0.010583333333333347,-0.02875,-0.010250000000000009,-0.02058333333333334
-0.02308333333333334,-0.020583333333333346,0.0020833333333333467,-0.0074166666666666626
-0.02925000000000002,0.007583333333333345,-0.018083333333333333,-0.009249999999999998
-0.016,-0.015500000000000007,-0.007833333333333331,-0.009666666666666667
-0.014249999999999997,-0.029083333333333343,-0.0034166666666666677,-0.002249999999999995
-0.022666666666666675,-0.015833333333333335,0.0006666666666666765,-0.011166666666666668
0.016666666666666687,0.1160000000000001,-0.1791666666666668,-0.0024999999999999883
-0.011333333333333334,-0.02183333333333334,-0.007999999999999997,-0.007833333333333331
-0.022333333333333344,-0.023666666666666683,0.0041666666666666866,-0.007166666666666663
-0.011999999999999993,-0.023833333333333345,-0.013333333333333345,0.00016666666666667607
0.012416666666666687,-0.028583333333333353,-0.014249999999999999,-0.018583333333333337
-0.012250000000000004,-0.023083333333333345,-0.005083333333333329,-0.008583333333333328
-0.0018333333333333188,-0.02966666666666668,-0.01333333333333334,-0.004166666666666658
-0.03991666666666668,0.022916666666666696,-0.01641666666666668,-0.01558333333333334
-0.03783333333333336,-0.018500000000000003,0.005833333333333352,0.0015000000000000083
0.33249999999999996,0.3140000000000001,0.09983333333333322,0.20466666666666666
-0.026916666666666676,-0.008249999999999993,-0.0005833333333333246,-0.013250000000000007
-0.010999999999999998,-0.020833333333333343,-0.0071666666666666615,-0.01
-0.007916666666666666,-0.02758333333333335,-0.0035833333333333273,-0.009916666666666664
-0.014833333333333332,-0.021166666666666677,0.0013333333333333391,-0.014333333333333333
-0.02450000000000002,-0.008999999999999994,-0.011833333333333333,-0.0036666666666666584
-0.014833333333333339,-0.03583333333333335,0.0038333333333333483,-0.002166666666666663
-0.02575000000000001,-0.020250000000000008,0.0014166666666666702,-0.004416666666666661
-0.019166666666666672,-0.02016666666666667,-0.00883333333333333,-0.0008333333333333248
-0.023250000000000017,-0.018249999999999995,-0.005916666666666662,-0.0015833333333333324
-0.030750000000000013,-0.0010833333333333112,-0.006916666666666665,-0.010250000000000007
-0.03341666666666669,-0.002083333333333319,-0.004416666666666665,-0.009083333333333327
-0.045083333333333364,0.00775000000000001,-0.01841666666666667,0.00675000000000002
0.03733333333333338,-0.08816666666666673,-0.004166666666666659,0.006000000000000006
-0.021916666666666668,-0.019916666666666673,-0.0027499999999999955,-0.004416666666666668
-0.019166666666666672,-0.01983333333333334,-0.00833333333333333,-0.0016666666666666566
-0.021666666666666678,-0.022500000000000013,-0.001999999999999988,-0.002833333333333325
-0.010500000000000002,-0.04233333333333336,0.003500000000000009,0.00033333333333335213
-0.018583333333333334,-0.02341666666666667,-0.0017499999999999946,-0.005250000000000003
-0.045750000000000034,-0.0007499999999999868,0.005583333333333347,-0.00808333333333333
-0.019333333333333334,-0.020333333333333342,-0.000999999999999987,-0.008333333333333337
-0.035500000000000025,-0.018,0.010666666666666678,-0.006166666666666661
-0.01891666666666667,-0.01975000000000001,-0.003249999999999989,-0.007083333333333331
-0.02741666666666669,0.00791666666666669,-0.014916666666666672,-0.014583333333333328
0.014416666666666689,-0.035583333333333356,-0.008249999999999997,-0.019583333333333338
-0.036166666666666694,0.00583333333333335,-0.0074999999999999884,-0.011166666666666672
-0.007416666666666667,-0.02475,-0.004416666666666666,-0.012416666666666668
-0.013166666666666667,-0.04000000000000002,-0.0026666666666666644,0.0068333333333333475
-0.02666666666666668,-0.029000000000000015,0.0016666666666666843,0.005000000000000013
0.32300000000000006,0.28266666666666673,0.24750000000000003,0.0978333333333331
-0.010916666666666668,-0.02175000000000001,-0.005583333333333329,-0.01075
-0.007916666666666664,-0.04558333333333336,0.0042500000000000124,0.00025000000000000716
-0.013500000000000009,-0.02400000000000001,-0.0014999999999999875,-0.009999999999999995
-0.021500000000000005,-0.022833333333333344,-0.004499999999999997,-0.00016666666666665525
-0.034916666666666686,-0.02108333333333334,0.001083333333333339,0.005916666666666679
-0.030833333333333338,-0.019000000000000017,0.002333333333333347,-0.0014999999999999968
-0.024000000000000004,-0.025000000000000015,0.0020000000000000087,-0.0019999999999999957
-0.02291666666666668,-0.020250000000000008,-0.0009166666666666559,-0.0049166666666666595
-0.011916666666666674,-0.022583333333333334,-0.005583333333333329,-0.008916666666666665
-0.03225000000000001,-0.0077499999999999965,0.0004166666666666763,-0.009416666666666674
0.1993333333333333,0.4261666666666668,0.15616666666666645,0.16933333333333328
-0.053916666666666696,0.039416666666666704,-8.33333333333311e-05,-0.034416666666666686
-0.015000000000000003,-0.03016666666666669,-0.008000000000000002,0.0041666666666666866
-0.02250000000000001,-0.02366666666666668,0.004833333333333349,-0.007666666666666662
-0.0606666666666667,0.05616666666666671,-0.006000000000000005,-0.03850000000000001
0.028666666666666698,-0.07316666666666673,-0.006499999999999989,0.0020000000000000157
-0.029583333333333347,-0.019250000000000007,0.0050833333333333425,-0.005249999999999993
-0.03150000000000002,-0.012833333333333337,-0.003833333333333326,-0.0008333333333333179
0.06158333333333337,-0.11125000000000006,-0.008583333333333332,0.009250000000000019
-0.018416666666666675,-0.00541666666666666,-0.009083333333333327,-0.016083333333333342
-0.005833333333333327,-0.04883333333333337,0.0033333333333333483,0.002333333333333347
-0.018833333333333337,-0.019833333333333345,-0.00216666666666665,-0.008166666666666666
-0.034583333333333355,0.08258333333333341,-0.06008333333333338,-0.03691666666666668
-0.014583333333333339,-0.024250000000000015,0.0010833333333333459,-0.011249999999999996
0.37508333333333344,0.40591666666666676,0.11841666666666667,0.0515833333333332
-0.03416666666666668,-0.01283333333333334,-0.006999999999999997,0.005000000000000018
-0.015750000000000007,-0.019750000000000004,-0.00424999999999999,-0.009250000000000003
-0.013833333333333333,-0.010666666666666672,-0.012333333333333333,-0.01216666666666667
-0.03583333333333335,0.0053333333333333436,0.004500000000000018,-0.02300000000000001
-0.07183333333333342,0.01700000000000003,-0.002999999999999968,0.008833333333333354
-0.006833333333333333,-0.02633333333333334,-0.01550000000000001,-0.0003333333333333244
-0.013166666666666672,-0.022666666666666672,-0.001999999999999995,-0.011166666666666663
-0.015666666666666672,-0.03433333333333334,0.0011666666666666724,-0.00016666666666665525
-0.06550000000000004,0.007666666666666681,0.006333333333333344,0.002500000000000016
-0.011916666666666666,-0.010749999999999996,-0.012750000000000004,-0.013583333333333336
-0.021333333333333343,-0.021000000000000005,-0.005833333333333336,-0.0008333333333333179
-0.044333333333333357,0.010833333333333346,0.003666666666666679,-0.019166666666666672
-0.008583333333333328,-0.034583333333333355,-0.0015833333333333185,-0.004249999999999995
-0.02283333333333334,-0.020166666666666676,-0.005499999999999995,-0.0004999999999999866
0.2310833333333332,0.45608333333333373,0.13224999999999984,0.13158333333333316
-0.018916666666666665,-0.019916666666666673,-0.002083333333333326,-0.008083333333333336
-0.026583333333333348,-0.024583333333333346,0.001250000000000014,0.0009166666666666767
-0.02166666666666667,-0.02283333333333334,-0.00833333333333333,0.0038333333333333414
-0.016166666666666666,-0.01683333333333334,-0.008833333333333334,-0.007166666666666668
0.10991666666666676,-0.14958333333333346,0.01925000000000003,-0.02858333333333334
-0.027500000000000014,-0.008999999999999996,-0.007500000000000001,-0.0049999999999999906
-0.005499999999999994,-0.04550000000000003,-0.0004999999999999935,0.002500000000000008
-0.013166666666666672,-0.02083333333333334,-0.004833333333333328,-0.010166666666666668
-0.01891666666666666,-0.0072499999999999995,-0.011250000000000001,-0.011583333333333336
-0.02108333333333334,-0.021916666666666678,-0.005249999999999993,-0.0007499999999999937
-0.02008333333333334,-0.016083333333333342,-0.010583333333333333,-0.002249999999999988
-0.01291666666666667,-0.026083333333333344,-0.003249999999999989,-0.006749999999999997
0.016583333333333356,-0.035750000000000025,-0.024416666666666684,-0.005416666666666653
-0.015166666666666667,-0.021333333333333353,-0.009166666666666662,-0.00333333333333332
-0.02383333333333334,-0.02483333333333335,0.0018333333333333465,-0.0021666666666666596
-0.044000000000000025,0.011166666666666693,-0.007333333333333331,-0.008833333333333339
0.0326666666666667,-0.04766666666666669,-0.012833333333333342,-0.021166666666666674
-0.020916666666666663,-0.033250000000000016,0.004416666666666673,0.0007500000000000076
-0.024333333333333346,-0.011000000000000003,-0.005833333333333329,-0.007833333333333328
-0.022166666666666675,-0.024166666666666677,0.004333333333333349,-0.006999999999999997
-0.018333333333333337,-0.019500000000000003,-0.0036666666666666584,-0.007499999999999998
-0.02683333333333334,-0.01616666666666667,-0.004666666666666664,-0.0013333333333333253
-0.0175,-0.03283333333333335,0.0038333333333333483,-0.0024999999999999944
-0.02083333333333334,-0.03400000000000002,0.006500000000000012,-0.0006666666666666557
-0.004916666666666662,-0.031083333333333334,-0.00041666666666666935,-0.012583333333333342
-0.024750000000000005,-0.018083333333333344,-0.003083333333333327,-0.003083333333333329
-0.019166666666666672,-0.02016666666666667,-0.00883333333333333,-0.0008333333333333248
-0.019083333333333334,-0.033250000000000016,0.003583333333333341,-0.0002499999999999933
-0.017833333333333336,-0.01866666666666668,-0.0059999999999999845,-0.006499999999999998
-0.017333333333333333,-0.018166666666666675,-0.005333333333333329,-0.00816666666666667
-0.07275000000000005,0.020083333333333366,-0.00041666666666666935,0.004083333333333346
-0.010249999999999999,-0.02491666666666667,-0.011416666666666672,-0.002416666666666664
-0.04675000000000003,8.333333333333803e-05,0.0027500000000000133,-0.00508333333333333
-0.017916666666666685,-0.02008333333333334,-0.0062499999999999925,-0.00474999999999999
-0.023416666666666665,-0.01308333333333335,-0.0037499999999999895,-0.008749999999999996
-0.00708333333333333,-0.021583333333333336,-0.009916666666666669,-0.010416666666666666
-0.029750000000000013,0.002416666666666678,-0.005416666666666666,-0.01625
-0.02308333333333334,-0.022416666666666682,0.003583333333333355,-0.007083333333333331
-0.019916666666666673,-0.024083333333333342,-0.002916666666666665,-0.002083333333333326
-0.007416666666666662,-0.02525000000000001,-0.004083333333333328,-0.012250000000000004
-0.009083333333333332,-0.01641666666666667,-0.011416666666666672,-0.012083333333333328
-0.023000000000000013,-0.024166666666666677,-0.0019999999999999896,0.00016666666666667607
-0.012833333333333339,-0.02233333333333334,-0.0038333333333333275,-0.009999999999999995
0.27750000000000014,0.47066666666666684,0.08083333333333298,0.12199999999999996
0.5521666666666669,0.2168333333333335,0.08016666666666639,0.10183333333333322
-0.01866666666666667,-0.015166666666666676,-0.011499999999999996,-0.0036666666666666584
-0.016333333333333342,-0.022000000000000002,-0.010166666666666668,-0.0004999999999999866
-0.030583333333333344,-0.018916666666666672,0.001250000000000008,-0.0007499999999999912
-0.02191666666666668,-0.013916666666666666,-0.006583333333333327,-0.006583333333333323
-0.013333333333333341,-0.02616666666666667,-0.002999999999999989,-0.006499999999999998
-0.0808333333333334,0.019000000000000024,-0.004666666666666652,0.017500000000000022
-0.027166666666666676,-0.01216666666666667,-0.007666666666666667,-0.001999999999999988
-0.022666666666666675,-0.02900000000000001,-0.008833333333333334,0.01150000000000001
-0.018583333333333344,-0.019416666666666672,-0.005249999999999984,-0.005749999999999998
-0.015166666666666679,-0.02133333333333334,-0.0028333333333333266,-0.00966666666666666
-0.01566666666666667,-0.03466666666666668,-0.0030000000000000005,0.004333333333333349
-0.02266666666666667,-0.025000000000000015,-0.0013333333333333183,0.0
-0.004249999999999997,-0.03691666666666669,0.003583333333333348,-0.011416666666666667
0.1753333333333335,-0.07666666666666673,-0.14033333333333348,-0.007333333333333303
-0.018833333333333337,-0.019666666666666676,-0.0034999999999999892,-0.006999999999999999
-0.019333333333333338,-0.02283333333333334,0.00416666666666668,-0.011000000000000005
-0.021916666666666675,-0.022416666666666675,-0.004249999999999994,-0.00041666666666665547
-0.009083333333333332,-0.02591666666666667,-0.010750000000000003,-0.003249999999999996
-0.001499999999999992,-0.03000000000000001,0.00033333333333333826,-0.017833333333333336
0.033750000000000044,-0.08525000000000008,-0.00308333333333332,0.005583333333333351
-0.02241666666666668,-0.023250000000000017,-0.002583333333333324,-0.0007499999999999798
-0.02483333333333334,-0.02583333333333335,0.00233333333333334,-0.0006666666666666488
-0.02116666666666667,-0.013000000000000003,-0.0004999999999999866,-0.01433333333333334
-0.023416666666666683,-0.018083333333333333,-0.003416666666666658,-0.004083333333333328
-0.01241666666666667,-0.03425000000000002,-0.002583333333333326,0.0002500000000000141
-0.035000000000000024,-0.01616666666666667,-0.0026666666666666583,0.004833333333333349
-0.020250000000000015,-0.020416666666666673,-0.005416666666666658,-0.0029166666666666577
-0.022916666666666675,-0.02525000000000001,-0.0014166666666666611,0.0005833333333333454
-0.015666666666666672,-0.014500000000000004,-0.007499999999999993,-0.011333333333333332
-0.10666666666666674,0.028000000000000032,0.017833333333333357,0.011833333333333362
-0.035416666666666693,-0.00891666666666667,0.0019166666666666846,-0.006583333333333324
-0.017333333333333343,-0.027666666666666683,-0.0034999999999999875,-0.0004999999999999866
0.07325000000000007,-0.11375000000000007,-0.012583333333333327,0.004083333333333335
-0.005499999999999994,-0.03350000000000002,-0.0036666666666666584,-0.006333333333333327
-0.02266666666666667,-0.02400000000000002,-0.000999999999999987,-0.001333333333333328
0.27025000000000005,0.5057500000000003,0.1810833333333332,-0.0060833333333335515
-0.006999999999999993,-0.04183333333333337,0.004000000000000017,-0.004166666666666661
0.006416666666666682,-0.02708333333333335,-0.009249999999999987,-0.019083333333333345
-0.023416666666666683,-0.018083333333333333,-0.003416666666666658,-0.004083333333333328
-0.03458333333333334,-0.003749999999999993,0.00441666666666668,-0.015083333333333344
0.4420833333333334,0.35641666666666677,0.05074999999999985,0.10174999999999994
-0.019500000000000014,-0.020500000000000008,-0.008166666666666659,-0.0008333333333333248
0.03300000000000003,-0.08600000000000003,-0.0029999999999999957,0.006999999999999999
-0.025416666666666674,-0.012250000000000002,-0.003416666666666665,-0.007916666666666664
-0.013083333333333336,-0.036916666666666695,0.0032500000000000168,-0.0022499999999999903
-0.021916666666666675,-0.023083333333333345,-0.0035833333333333255,-0.00041666666666665547
-0.07091666666666671,0.009083333333333339,0.022416666666666696,-0.009583333333333327
-0.03191666666666668,-0.022916666666666675,0.00041666666666668323,0.0054166666666666755
-0.044250000000000025,-0.011583333333333333,0.007250000000000009,-0.00041666666666664853
-0.008166666666666662,-0.03166666666666669,-0.014499999999999996,0.00533333333333335
-0.030416666666666668,0.010250000000000023,-0.009083333333333336,-0.01975000000000002
-0.02791666666666669,-0.016916666666666663,0.004750000000000018,-0.008916666666666666
-0.02408333333333334,-0.02125000000000002,-0.0030833333333333242,-0.0005833333333333177
-0.03858333333333336,-0.019916666666666666,0.002583333333333347,0.006916666666666677
-0.02950000000000002,-0.02000000000000001,0.0021666666666666848,-0.0016666666666666583
0.016583333333333356,-0.06258333333333338,-0.007416666666666663,0.004416666666666687
-0.009916666666666667,-0.019416666666666665,-0.010416666666666673,-0.009249999999999994
-0.020083333333333342,-0.020750000000000008,-0.0050833333333333295,-0.003083333333333327
-0.01200000000000001,-0.03483333333333335,-0.007333333333333331,0.0051666666666666874
-0.007249999999999999,-0.02891666666666668,-0.0014166666666666564,-0.011416666666666667
-0.015166666666666677,-0.024666666666666684,-0.0028333333333333197,-0.006333333333333323
-0.014916666666666677,-0.020583333333333342,-0.009583333333333327,-0.003916666666666659
-0.02566666666666667,-0.028166666666666673,0.0008333333333333387,0.0040000000000000036
-0.02400000000000001,-0.02633333333333334,0.0008333333333333411,0.0005000000000000143
-0.008416666666666664,-0.022083333333333344,-0.01608333333333334,-0.0024166666666666572
-0.016333333333333342,-0.03966666666666668,0.004666666666666677,0.00233333333333334
0.029083333333333367,-0.0795833333333334,-0.002083333333333319,0.003583333333333346
0.6405000000000003,0.19399999999999998,0.0778333333333332,0.038666666666666516
-0.017249999999999995,-0.013916666666666678,-0.006749999999999999,-0.011083333333333332
0.07250000000000006,-0.07016666666666671,0.01433333333333335,-0.0656666666666667
-0.012500000000000002,-0.019833333333333338,-0.006999999999999999,-0.009666666666666665
0.1141666666666666,0.646666666666667,0.09883333333333329,0.09133333333333304
-0.03325000000000001,-0.023250000000000014,0.0029166666666666785,0.004583333333333344
0.37891666666666696,0.1889166666666665,0.2084166666666666,0.17474999999999985
0.0031666666666666995,0.011166666666666688,-0.0036666666666666636,-0.05966666666666672
-0.021500000000000005,-0.022666666666666686,-0.00466666666666666,-0.00016666666666665525
-0.009166666666666665,-0.029166666666666684,-0.016666666666666677,0.006000000000000026
-0.021500000000000002,-0.018333333333333344,0.0008333333333333456,-0.010000000000000004
-0.021750000000000012,-0.02658333333333334,-0.0015833333333333264,0.0009166666666666767
-0.01708333333333334,-0.017750000000000012,-0.00891666666666666,-0.005249999999999991
-0.05458333333333336,0.0020833333333333402,0.003916666666666676,-0.0004166666666666624
-0.010666666666666666,-0.02116666666666667,-0.0095,-0.007666666666666662
-0.017333333333333336,-0.018166666666666675,-0.00566666666666666,-0.007833333333333331
-0.011750000000000003,-0.03975000000000003,0.002083333333333345,0.00041666666666668323
-0.027416666666666686,-0.02975000000000002,0.003583333333333355,0.00458333333333335
-0.021333333333333343,-0.022166666666666685,-0.004666666666666657,-0.0008333333333333179
-0.01708333333333334,-0.022750000000000013,-0.00891666666666666,-0.00024999999999998634
-0.013000000000000005,-0.019666666666666673,-0.0048333333333333214,-0.011500000000000003
0.1077500000000001,-0.16208333333333344,0.004916666666666681,0.0004166666666666624
-0.02883333333333334,-0.006000000000000004,-0.013000000000000003,-0.0011666666666666561
-0.014000000000000004,-0.031833333333333345,-0.000999999999999987,-0.002166666666666662
-0.007499999999999997,-0.032500000000000015,-0.0028333333333333197,-0.006166666666666665
-0.01975000000000001,-0.014416666666666664,-0.004583333333333328,-0.010249999999999997
-0.02125,-0.022750000000000013,-0.004583333333333332,-0.0004166666666666624
-0.014000000000000007,-0.03366666666666668,0.0013333333333333391,-0.0026666666666666583
-0.027166666666666672,-0.016500000000000004,-0.004166666666666663,-0.001166666666666663
-0.012250000000000006,-0.03475000000000001,-0.0017499999999999937,-0.0002499999999999933
-0.0017499999999999877,-0.023916666666666683,-0.013583333333333336,-0.009749999999999995
-0.02166666666666667,-0.022500000000000013,-0.004166666666666662,-0.0006666666666666488
-0.02025000000000001,-0.03408333333333335,0.0014166666666666772,0.003916666666666679
-0.011833333333333335,-0.03483333333333335,-0.003333333333333326,0.0010000000000000078
-0.013500000000000002,-0.036166666666666694,0.0020000000000000157,-0.0013333333333333244
-0.021416666666666678,-0.022083333333333344,-0.004583333333333322,-0.0009166666666666559
-0.014750000000000008,-0.03425000000000002,0.0009166666666666837,-0.0009166666666666599
-0.017333333333333343,-0.02116666666666667,-0.0063333333333333314,-0.004166666666666659
0.006833333333333337,-0.07750000000000003,0.0076666666666666775,0.014000000000000007
-0.051500000000000025,0.03416666666666669,-0.030166666666666675,-0.0015000000000000013
-0.022250000000000006,-0.022583333333333348,-0.002749999999999995,-0.0014166666666666564
-0.021666666666666674,-0.02166666666666667,-0.00483333333333333,-0.0008333333333333248
-0.016166666666666676,-0.007499999999999998,-0.006999999999999985,-0.018333333333333337
-0.019500000000000003,-0.02200000000000001,0.00650000000000002,-0.014000000000000012
-0.04583333333333335,-0.0003333333333333244,0.0026666666666666766,-0.005500000000000002
-0.016333333333333325,-0.025666666666666685,-0.002166666666666657,-0.0048333333333333344
-0.03525000000000002,-0.007249999999999999,-0.004749999999999995,-0.0017499999999999877
-0.016833333333333343,-0.014666666666666666,-0.004333333333333328,-0.013166666666666669
0.010750000000000018,-0.05541666666666671,-0.006916666666666664,0.002583333333333354
-0.024500000000000008,-0.024666666666666677,0.0030000000000000096,-0.0028333333333333283
-0.010166666666666664,-0.02116666666666668,-0.0071666666666666615,-0.010499999999999997
-0.028916666666666667,-0.018416666666666685,0.002416666666666678,-0.004083333333333326
-0.0022499999999999946,-0.04191666666666669,-0.004416666666666658,-0.00041666666666665547
-0.017499999999999995,-0.013166666666666672,-0.009833333333333336,-0.008499999999999994
-0.010583333333333327,-0.021250000000000015,-0.00591666666666666,-0.011250000000000001
-0.030250000000000016,-0.023083333333333345,0.0030833333333333468,0.001250000000000008
0.524666666666667,0.35366666666666663,0.0431666666666666,0.02949999999999975
-0.017833333333333347,-0.0335,0.0025000000000000087,-0.0001666666666666622
-0.01908333333333333,-0.019916666666666673,-0.0035833333333333273,-0.0064166666666666695
-0.025750000000000012,-0.01725000000000001,-0.003749999999999993,-0.002249999999999988
-0.018000000000000002,-0.012333333333333337,-0.010166666666666666,-0.0085
-0.014083333333333331,-0.011416666666666672,-0.010916666666666665,-0.012583333333333332
-0.020166666666666666,-0.006999999999999999,-0.013333333333333338,-0.0085
-0.015166666666666672,-0.027333333333333334,-0.007333333333333334,0.0008333333333333387
-0.007499999999999993,-0.022000000000000013,-0.011166666666666663,-0.008333333333333333
-0.024583333333333342,-0.026916666666666686,0.003916666666666676,-0.0014166666666666494
-0.019333333333333334,-0.020333333333333342,-0.000999999999999987,-0.008333333333333337
-0.03125000000000003,-0.006916666666666665,-0.006749999999999994,-0.004083333333333314
-0.030833333333333345,-0.02133333333333334,0.003833333333333339,-0.0006666666666666626
-0.028750000000000008,-0.006916666666666665,-0.005916666666666667,-0.0074166666666666626
-0.013166666666666665,-0.019833333333333335,-0.004166666666666666,-0.011833333333333338
-0.024416666666666673,-0.011583333333333331,0.0002500000000000141,-0.013250000000000008
-0.017166666666666667,-0.03133333333333335,0.0005000000000000074,-0.0009999999999999907
-0.07500000000000004,0.01816666666666669,0.0036666666666666722,0.004166666666666674
-0.011666666666666672,-0.02416666666666668,-0.010166666666666664,-0.002999999999999982
-0.01816666666666668,-0.02033333333333333,-0.0063333333333333314,-0.004166666666666659
-0.02266666666666667,-0.025000000000000015,-0.0013333333333333183,0.0
-0.04108333333333336,-0.008249999999999999,0.00725000000000002,-0.006916666666666661
-0.07675000000000005,0.009583333333333352,0.019250000000000017,-0.001083333333333318
-0.024416666666666684,-0.026083333333333337,0.001250000000000008,0.00025000000000000716
-0.008999999999999987,-0.02183333333333335,-0.0026666666666666575,-0.015500000000000009
0.012750000000000025,-0.03975000000000003,-0.012916666666666667,-0.009083333333333336
0.012500000000000028,-0.0748333333333334,0.008666666666666685,0.004666666666666694
-0.022250000000000006,-0.023250000000000017,0.0005833333333333524,-0.004083333333333327
-0.008583333333333333,-0.038750000000000014,-0.0019166666666666607,0.00025000000000000716
-0.048166666666666684,0.038833333333333366,-0.032500000000000015,-0.007166666666666675
-0.022333333333333347,-0.026833333333333344,0.0006666666666666765,-0.0004999999999999858
0.2653333333333332,0.5370000000000005,-0.03800000000000048,0.18666666666666676
-0.021750000000000012,-0.02258333333333334,-0.004583333333333328,-8.333333333332416e-05
-0.010666666666666665,-0.019833333333333345,-0.007666666666666662,-0.01083333333333333
-0.009666666666666669,-0.020000000000000004,-0.004833333333333328,-0.0145
-0.0903333333333334,0.04950000000000005,-0.028833333333333346,0.020666666666666694
-0.02016666666666667,-0.021166666666666677,0.0006666666666666765,-0.008333333333333333
-0.028166666666666677,-0.02400000000000001,-0.002999999999999989,0.006166666666666676
-0.023833333333333345,-0.023166666666666686,-0.001666666666666657,-0.00033333333333331744
-0.017833333333333333,-0.01616666666666668,-0.006333333333333316,-0.008666666666666666
0.0026666666666666766,-0.03183333333333335,-0.0006666666666666557,-0.019166666666666672
-0.02358333333333334,-0.024583333333333346,0.002416666666666685,-0.003249999999999994
-0.007666666666666662,-0.029000000000000015,-0.0008333333333333248,-0.011500000000000002
-0.016500000000000004,-0.027000000000000017,0.001333333333333353,-0.006833333333333329
-0.025833333333333337,0.0016666666666666774,-0.008333333333333337,-0.016500000000000004
-0.033166666666666685,0.008166666666666683,-0.0076666666666666584,-0.01633333333333335
-0.017333333333333336,-0.018166666666666675,-0.00566666666666666,-0.007833333333333331
-0.015750000000000007,-0.019750000000000004,-0.00424999999999999,-0.009250000000000003
-0.01525,-0.029083333333333343,-0.0007499999999999937,-0.003916666666666667
0.2693333333333334,0.47616666666666674,0.1946666666666666,0.01083333333333314
0.004750000000000018,-0.03091666666666669,-0.006749999999999991,-0.01608333333333334
0.007750000000000021,-0.02708333333333335,-0.016083333333333335,-0.013583333333333334
-0.01691666666666667,-0.020416666666666666,-0.00941666666666667,-0.002249999999999995
-0.016166666666666666,-0.01683333333333334,-0.008833333333333334,-0.007166666666666668
-0.022916666666666672,-0.024083333333333335,-0.005250000000000003,0.00325000000000001
